POLSKAJA_GONCHAJA,BREED.DOG,"Польская гончая",2170
POLSKAJA_NIZINNAJA_OVCHARKA,BREED.DOG,"Польская низинная овчарка",2180
POLSKAJA_PODGALJANSKAJA_OVCHARKA,BREED.DOG,"Польская подгалянская овчарка",2190
POLSKIJ_OGAR,BREED.DOG,"Польский огар",2200
POMERANSKIJ_SHPIC,BREED.DOG,"Померанский шпиц",2210
PORTUGALSKAJA_VODJANAJA_SOBAKA,BREED.DOG,"Португальская водяная собака",2220
PORTUGALSKAJA_OVCHARKA,BREED.DOG,"Португальская овчарка",2230
PRAZHSKIJ_KRYSARIK,BREED.DOG,"Пражский крысарик",2240
PRJAMOSHJORSTNYJ_RETRIVER,BREED.DOG,"Прямошёрстный ретривер",2250
PTI_BRABANSON,BREED.DOG,Пти-брабансон,2260
PUDEL,BREED.DOG,Пудель,2270
PULI,BREED.DOG,Пули,2280
PUMI,BREED.DOG,Пуми,2290
PHUNSAN,BREED.DOG,Пхунсан,2300
RIZENSHNAUCER,BREED.DOG,Ризеншнауцер,2310
RODEZIJSKIJ_RIDZHBEK,BREED.DOG,"Родезийский риджбек",2320
ROTVEJLER,BREED.DOG,Ротвейлер,2330
RUMYNSKAJA_KARPATSKAJA_OVCHARKA,BREED.DOG,"Румынская карпатская овчарка",2340
RUMYNSKAJA_MIORITSKAJA_OVCHARKA,BREED.DOG,"Румынская миоритская овчарка",2350
RUSSKAJA_PSOVAJA_BORZAJA,BREED.DOG,"Русская псовая борзая",2360
RUSSKAJA_CVETNAJA_BOLONKA,BREED.DOG,"Русская цветная болонка",2370
RUSSKIJ_OHOTNICHIJ_SPANIEL,BREED.DOG,"Русский охотничий спаниель",2380
RUSSKIJ_TOJ_TERER,BREED.DOG,"Русский той-терьер",2390
RUSSKO_EVROPEJSKAJA_LAJKA,BREED.DOG,"Русско-европейская лайка",2400
SALJUKI,BREED.DOG,Салюки,2410
SAMOEDSKAJA_SOBAKA,BREED.DOG,"Самоедская собака",2420
SAHALINSKIJ_HASKI,BREED.DOG,"Сахалинский хаски",2430
SEVERNAJA_INUITSKAJA_SOBAKA,BREED.DOG,"Северная Инуитская собака",2440
SENBERNAR,BREED.DOG,Сенбернар,2450
SIBA_INU,BREED.DOG,Сиба-ину,2460
SIBIRSKIJ_HASKI,BREED.DOG,"Сибирский хаски",2470
SILIHEM_TERER,BREED.DOG,Силихем-терьер,2480
SKAJTERER,BREED.DOG,Скайтерьер,2490
SLOVACKIJ_KOPOV,BREED.DOG,"Словацкий копов",2500
SLOVACKIJ_CHUVACH,BREED.DOG,"Словацкий чувач",2510
SLJUGI,BREED.DOG,Слюги,2520
SREDNEAZIATSKAJA_OVCHARKA,BREED.DOG,"Среднеазиатская овчарка",2530
STANDARTNAJA_TAKSA,BREED.DOG,"Стандартная такса",2535
STAROANGLIJSKIJ_BULDOG,BREED.DOG,"Староанглийский бульдог",2540
STAFFORDSHIRSKIJ_BULTERER,BREED.DOG,"Стаффордширский бультерьер",2550
SUSSEKS_SPANIEL,BREED.DOG,Суссекс-спаниель,2560
TAZY,BREED.DOG,Тазы,2570
TAJSKIJ_RIDZHBEK,BREED.DOG,"Тайский риджбек",2580
TAKSA,BREED.DOG,Такса,2590
TIBETSKIJ_MASTIF,BREED.DOG,"Тибетский мастиф",2610
TIBETSKIJ_SPANIEL,BREED.DOG,"Тибетский спаниель",2620
TIBETSKIJ_TERER,BREED.DOG,"Тибетский терьер",2630
TORNJAK,BREED.DOG,Торньяк,2640
TOSA_INU,BREED.DOG,Тоса-ину,2650
TOJ_PUDEL,BREED.DOG,"Той пудель",2655
UIPPET,BREED.DOG,Уиппет,2660
FARAONOVA_SOBAKA,BREED.DOG,"Фараонова собака",2670
FARFOROVAJA_GONCHAJA,BREED.DOG,"Фарфоровая гончая",2680
FINSKAJA_GONCHAJA,BREED.DOG,"Финская гончая",2690
